Gene_name,Gene_ID,New_Gene_ID,p,padj,loglik_full,loglik_red,mean,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isMonotonous
 CG14852 ,FBgn0038242,FBgn0038242,0.912404631,0.999775474,-25.64316727,-26.39604522,0.530411008,0.498413798,0.949736616,0.990219474,0.999999999,FALSE
 CG8066 ,FBgn0038243,FBgn0038243,0.68453967,0.999775474,-95.95018398,-97.50028896,53.40591372,0.230935287,0.949736616,0.982435268,0.999999999,FALSE
 CG7987 ,FBgn0038244,FBgn0038244,0.69509613,0.999775474,-128.8347065,-130.3505641,402.6797295,0.63106345,0.949736616,0.549687096,0.999999999,FALSE
 CG14853 ,FBgn0038246,FBgn0038246,0.996755826,0.999775474,-7.521066258,-7.692554445,0.183255493,1,1,0.815613974,0.999999999,FALSE
 Cad88C ,FBgn0038247,FBgn0038247,0.777290953,0.999775474,-73.77166552,-75.01902248,8.461079823,0.554707599,0.949736616,0.725316978,0.999999999,FALSE
 CG7886 ,FBgn0038248,FBgn0038248,0.326974534,0.999775474,-76.48204525,-79.37810735,6.903536595,0.550487472,0.949736616,0.203694658,0.999999999,FALSE
 CG3505 ,FBgn0038250,FBgn0038250,0.642608056,0.999775474,-84.69960132,-86.38635448,14.29328707,0.263958717,0.949736616,0.870948073,0.999999999,FALSE
 Hexim ,FBgn0038251,FBgn0038251,0.632597274,0.999775474,-112.2587719,-113.978403,122.8034198,0.218456032,0.949736616,0.940877741,0.999999999,FALSE
 BigH1 ,FBgn0038252,FBgn0038252,0.666094662,0.999775474,-66.42585125,-68.03590155,4.417290163,0.265396265,0.949736616,0.903935001,0.999999999,FALSE
 CG7530 ,FBgn0038256,FBgn0038256,0.089834336,0.999775474,-124.1753297,-128.9383455,179.7533405,0.710730782,0.949736616,0.031451237,0.874031607,FALSE
 smp-30 ,FBgn0038257,FBgn0038257,0.907377518,0.999775474,-114.1283246,-114.902695,92.09856284,1,1,0.624388384,0.999999999,FALSE
 CG7362 ,FBgn0038258,FBgn0038258,0.895879094,0.999775474,-31.0815116,-31.90350674,0.60053789,0.54258162,0.949736616,0.935838143,0.999999999,FALSE
 CG14855 ,FBgn0038260,FBgn0038260,0.99201598,0.999775474,-95.80126931,-96.05272937,27.8897126,0.978663909,1,0.927633108,0.999999999,FALSE
 CG14856 ,FBgn0038261,FBgn0038261,0.67483043,0.999775474,-86.34284244,-87.92447913,22.22134506,0.320701275,0.949736616,0.828133854,0.999999999,FALSE
 CG14857 ,FBgn0038262,FBgn0038262,0.892021166,0.999775474,-58.21241804,-59.04997011,2.732030892,0.450150782,0.949736616,0.994258452,0.999999999,FALSE
 CG3631 ,FBgn0038268,FBgn0038268,0.753002386,0.999775474,-116.1556775,-117.4831431,137.2022252,0.278040961,0.949736616,0.992435582,0.999999999,FALSE
 UQCR-C1 ,FBgn0038271,FBgn0038271,0.877569955,0.999775474,-186.015534,-186.9097728,2413.753918,0.486332309,0.949736616,0.951008808,0.999999999,FALSE
 CG7265 ,FBgn0038272,FBgn0038272,0.541438784,0.999775474,-129.4185458,-131.4463467,305.888061,0.267739057,0.949736616,0.700826088,0.999999999,FALSE
 CG14860 ,FBgn0038273,FBgn0038273,0.718078852,0.999775474,-116.3091683,-117.7504706,136.4253636,0.538692126,0.949736616,0.649144011,0.999999999,FALSE
 Nup93-2 ,FBgn0038274,FBgn0038274,0.782520325,0.999775474,-130.8916605,-132.1216152,291.9350365,0.684055675,0.949736616,0.636827659,0.999999999,FALSE
 CG3817 ,FBgn0038275,FBgn0038275,0.087318819,0.999775474,-138.3962023,-143.197383,221.6658938,0.551339811,0.949736616,0.038229508,0.999797714,FALSE
 RpS5b ,FBgn0038277,FBgn0038277,0.930505635,0.999775474,-104.4150284,-105.0862438,52.0703264,0.527583431,0.949736616,0.995821056,0.999999999,FALSE
 Sdr ,FBgn0038279,FBgn0038279,0.721869623,0.999775474,-120.551811,-121.9808021,108.7203517,0.728737173,0.949736616,0.527021792,0.999999999,FALSE
 RpL10Aa ,FBgn0038281,FBgn0038281,0.949975924,0.999775474,-3.518542301,-4.091411323,1.76E-05,0.715704352,0.949736616,0.923966261,0.999999999,FALSE
 dpr9 ,FBgn0038282,FBgn0038282,0.638508134,0.999775474,-60.61129738,-62.31150023,3.420186091,0.260760659,0.949736616,0.870354027,0.999999999,FALSE
 CG6974 ,FBgn0038285,FBgn0038285,0.860996275,0.999775474,-42.72990863,-43.68659792,1.645824164,0.396122064,0.949736616,0.996035655,0.999999999,FALSE
 CG6966 ,FBgn0038286,FBgn0038286,0.374429502,0.999775474,-166.6514263,-169.3275061,699.330024,0.248643874,0.949736616,0.463004642,0.999999999,FALSE
 CG6912 ,FBgn0038290,FBgn0038290,0.512654241,0.999775474,-111.8179085,-113.9477901,136.1794133,0.123771147,0.949736616,0.994002435,0.999999999,FALSE
 CG3984 ,FBgn0038291,FBgn0038291,0.0914053,0.999775474,-113.7506306,-118.4903087,94.10583329,0.592883873,0.949736616,0.037846887,0.995449613,FALSE
 CG3987 ,FBgn0038292,FBgn0038292,0.706711189,0.999775474,-79.09596722,-80.57415603,18.17291212,0.23196054,0.949736616,0.998349398,0.999999999,FALSE
 Mf ,FBgn0038294,FBgn0038294,0.975731577,0.999775474,-191.3953217,-191.8053873,2703.920823,0.663622807,0.949736616,0.99999991,0.999999999,FALSE
 Gyc88E ,FBgn0038295,FBgn0038295,0.923855339,0.999775474,-98.04235947,-98.74445011,28.08869099,0.835089599,0.958844281,0.790667686,0.999999999,FALSE
 CG6752 ,FBgn0038296,FBgn0038296,0.894108279,0.999775474,-125.1515208,-125.9806809,148.8761566,0.510620442,0.949736616,0.957362299,0.999999999,FALSE
 Spn88Eb ,FBgn0038299,FBgn0038299,0.642636646,0.999775474,-54.51293692,-56.19959636,3.041424195,0.188685733,0.949736616,0.998054163,0.999999999,FALSE
 Mau2 ,FBgn0038300,FBgn0038300,0.810427492,0.999775474,-119.1387884,-120.2745932,158.3734767,0.892194737,0.982573244,0.563433963,0.999999999,FALSE
 CG6654 ,FBgn0038301,FBgn0038301,0.755793923,0.999775474,-108.906264,-110.2245734,87.20257868,0.552396765,0.949736616,0.69394088,0.999999999,FALSE
 CG4210 ,FBgn0038302,FBgn0038302,0.650535253,0.999775474,-127.4644594,-129.1252631,271.9611466,0.252532535,0.949736616,0.903450876,0.999999999,FALSE
 SIDL ,FBgn0038303,FBgn0038303,0.380380882,0.999775474,-136.2627309,-138.9127053,407.5985085,0.800829822,0.9510509,0.182670878,0.999999999,FALSE
 CG12241 ,FBgn0038304,FBgn0038304,0.896779474,0.999775474,-117.1575899,-117.9759257,175.1741683,0.481375968,0.949736616,0.981603307,0.999999999,FALSE
 Art3 ,FBgn0038306,FBgn0038306,0.165332236,0.999775474,-165.3419145,-169.2614359,501.6682002,0.879788591,0.97535532,0.055466335,0.999999999,FALSE
 mRpS10 ,FBgn0038307,FBgn0038307,0.312716888,0.999775474,-128.9215192,-131.8884039,209.8979989,0.094126091,0.949736616,0.751199014,0.999999999,FALSE
 Amt ,FBgn0038309,FBgn0038309,0.553944386,0.999775474,-96.1684829,-98.15278713,17.92485663,0.143915529,0.949736616,0.992831698,0.999999999,FALSE
 CG14864 ,FBgn0038311,FBgn0038311,0.402631512,0.999775474,-109.3651613,-111.9200452,68.85264438,0.409581598,0.949736616,0.344243164,0.999999999,FALSE
 Zip88E ,FBgn0038312,FBgn0038312,0.547998158,0.999775474,-114.4114453,-116.416372,125.1631518,0.35956295,0.949736616,0.579886718,0.999999999,FALSE
 CG4338 ,FBgn0038313,FBgn0038313,0.451752644,0.999775474,-118.6977836,-121.0548547,129.6308449,0.177208902,0.949736616,0.74025354,0.999999999,FALSE
 CG14866 ,FBgn0038315,FBgn0038315,0.80103794,0.999775474,-63.11048117,-64.27823503,4.997627609,0.331850769,0.949736616,0.988093998,0.999999999,FALSE
 CG6276 ,FBgn0038316,FBgn0038316,0.627241792,0.999775474,-112.8602952,-114.5975708,87.10543378,0.482190155,0.949736616,0.569150826,0.999999999,FALSE
 CG6236 ,FBgn0038318,FBgn0038318,0.899847583,0.999775474,-148.5343111,-149.3400923,679.4960803,0.569270211,0.949736616,0.922226097,0.999999999,FALSE
 mRpL9 ,FBgn0038319,FBgn0038319,0.114990787,0.999775474,-139.7479384,-144.1754215,232.0993382,0.01613477,0.949736616,0.896109774,0.999999999,FALSE
 Sra-1 ,FBgn0038320,FBgn0038320,0.042553497,0.999775474,-171.0583621,-176.8013024,2367.03379,0.290103227,0.949736616,0.029147062,0.840167856,FALSE
 CG6218 ,FBgn0038321,FBgn0038321,0.9128505,0.999775474,-138.0740397,-138.8249895,349.5857688,0.532322573,0.949736616,0.970733269,0.999999999,FALSE
 CG5038 ,FBgn0038324,FBgn0038324,0.231977541,0.999775474,-109.6158215,-113.0412057,89.36406107,0.285395429,0.949736616,0.226728288,0.999999999,FALSE
 Atg4b ,FBgn0038325,FBgn0038325,0.349121104,0.999775474,-115.412339,-118.2029531,128.087764,0.362599399,0.949736616,0.314040171,0.999999999,FALSE
 CG5044 ,FBgn0038326,FBgn0038326,0.681735733,0.999775474,-154.0535668,-155.6127736,510.0172366,0.265952947,0.949736616,0.925530094,0.999999999,FALSE
 Trax ,FBgn0038327,FBgn0038327,0.794487529,0.999775474,-121.8827379,-123.0726074,226.2605053,0.680153826,0.949736616,0.65738112,0.999999999,FALSE
 CG14868 ,FBgn0038330,FBgn0038330,0.916057931,0.999775474,-117.675288,-118.4122556,156.1021272,0.870084979,0.970118394,0.754058241,0.999999999,FALSE
 Ccm3 ,FBgn0038331,FBgn0038331,0.949270768,0.999775474,-137.0555849,-137.632276,496.9607517,0.765550919,0.949736616,0.892054805,0.999999999,FALSE
 CG6136 ,FBgn0038332,FBgn0038332,0.957187651,0.999775474,-115.1326749,-115.6649821,105.0997573,0.751197261,0.949736616,0.920549072,0.999999999,FALSE
 CG6125 ,FBgn0038337,FBgn0038337,0.867971616,0.999775474,-49.86971,-50.80040892,1.703062725,0.568715488,0.949736616,0.865499282,0.999999999,FALSE
 CG6118 ,FBgn0038339,FBgn0038339,0.945108743,0.999775474,-23.72661431,-24.32540732,0.193449959,0.632617921,0.949736616,0.96341265,0.999999999,FALSE
 AdamTS-A ,FBgn0038341,FBgn0286071,0.937412741,0.999775474,-108.5199789,-109.157826,38.76898097,0.563997877,0.949736616,0.987970508,0.999999999,FALSE
 B9d1 ,FBgn0038342,FBgn0038342,0.941558568,0.999775474,-68.07948267,-68.69656232,5.386339552,0.58927705,0.949736616,0.981299712,0.999999999,FALSE
 Trissin ,FBgn0038343,FBgn0038343,0.807203009,0.999775474,-60.45134958,-61.59816113,3.612114223,0.323578529,0.949736616,0.998128286,0.999999999,FALSE
 obe ,FBgn0038344,FBgn0038344,0.044615464,0.999775474,-158.9156303,-164.5978168,673.7111551,0.534741332,0.949736616,0.017634232,0.627595661,FALSE
 CG5213 ,FBgn0038345,FBgn0038345,0.759389663,0.999775474,-83.3230832,-84.62958135,14.19504042,0.344422238,0.949736616,0.922996968,0.999999999,FALSE
 AOX2 ,FBgn0038348,FBgn0038348,0.731972972,0.999775474,-99.84493373,-101.241072,43.30055158,0.258018432,0.949736616,0.993815292,0.999999999,FALSE
 AOX3 ,FBgn0038349,FBgn0038349,0.315811582,0.999775474,-162.8879114,-165.8392137,1020.963157,0.236965154,0.949736616,0.388104792,0.999999999,FALSE
 AOX4 ,FBgn0038350,FBgn0038350,0.837060591,0.999775474,-26.26575312,-27.30897029,0.764174358,0.421811507,0.949736616,0.948367589,0.999999999,FALSE
 CG5399 ,FBgn0038353,FBgn0038353,0.522334506,0.999775474,-108.6602092,-110.755434,71.35959381,0.407159554,0.949736616,0.49487384,0.999999999,FALSE
 CG5404 ,FBgn0038354,FBgn0038354,0.914221877,0.999775474,-58.17908718,-58.92408301,3.398151663,0.645225743,0.949736616,0.893293268,0.999999999,FALSE
 CG5623 ,FBgn0038357,FBgn0038357,0.96915729,0.999775474,-3.518528684,-3.975817617,4.40E-06,0.850732533,0.962286024,0.898429594,0.999999999,FALSE
 CG5614 ,FBgn0038359,FBgn0038359,0.92098566,0.999775474,-4.201414635,-4.916495633,2.06E-05,0.73046054,0.949736616,0.848988155,0.999999999,FALSE
 CG9590 ,FBgn0038360,FBgn0038360,0.375871089,0.999775474,-129.7700921,-132.4398211,244.666507,0.371736809,0.949736616,0.339335131,0.999999999,FALSE
 Uros2 ,FBgn0038361,FBgn0038361,0.663838774,0.999775474,-61.49899752,-63.11639367,4.292846663,0.283416593,0.949736616,0.870114331,0.999999999,FALSE
 Acyp2 ,FBgn0038363,FBgn0038363,0.918276097,0.999775474,-109.487482,-110.2146607,90.88570486,0.755767802,0.949736616,0.82679946,0.999999999,FALSE
 CG9593 ,FBgn0038365,FBgn0038365,0.194048383,0.999775474,-98.73439353,-102.4231147,45.28474819,0.718727094,0.949736616,0.081490151,0.999999999,FALSE
 CG4576 ,FBgn0038366,FBgn0038366,0.717060566,0.999775474,-84.01833735,-85.46294552,13.20398738,0.655766336,0.949736616,0.563054907,0.999999999,FALSE
 Arpc3A ,FBgn0038369,FBgn0038369,0.841066873,0.999775474,-143.2609237,-144.2899093,445.5006273,0.507087104,0.949736616,0.873244811,0.999999999,FALSE
 Pbp45 ,FBgn0038371,FBgn0038371,0.281425674,0.999775474,-78.30549457,-81.4371969,16.7081822,0.05214055,0.949736616,0.949217896,0.999999999,FALSE
 CG4546 ,FBgn0038373,FBgn0038373,0.695404111,0.999775474,-101.3568431,-102.8717018,40.32590798,0.232900947,0.949736616,0.989923131,0.999999999,FALSE
 Hmt-1 ,FBgn0038376,FBgn0038376,0.299581464,0.999775474,-158.3593666,-161.3937686,1164.085693,1,1,0.097581006,0.999999999,FALSE
 CG14877 ,FBgn0038380,FBgn0038380,0.465600172,0.999775474,-47.93078037,-50.23464538,1.770147748,0.105009306,0.949736616,0.991799305,0.999999999,FALSE
 EndoU ,FBgn0038381,FBgn0038381,0.121834422,0.999775474,-85.14486288,-89.49271693,18.61770246,0.044139785,0.949736616,0.483493055,0.999999999,FALSE
 Fbxl7 ,FBgn0038385,FBgn0038385,0.761160756,0.999775474,-100.0187455,-101.3194184,57.66954234,0.272350784,0.949736616,0.999999981,0.999999999,FALSE
 CG5478 ,FBgn0038386,FBgn0038386,0.587545044,0.999775474,-63.26022174,-65.12980939,4.329676658,0.218636674,0.949736616,0.873559673,0.999999999,FALSE
 blp ,FBgn0038387,FBgn0038387,0.285005176,0.999775474,-129.3696549,-132.4817843,249.6672155,0.355000106,0.949736616,0.245411405,0.999999999,FALSE
 CG4287 ,FBgn0038388,FBgn0038388,0.942777154,0.999775474,-132.9070244,-133.5178823,392.7676082,0.57171867,0.949736616,0.99141423,0.999999999,FALSE
 CG5516 ,FBgn0038389,FBgn0038389,0.847260614,0.999775474,-130.5649295,-131.5717274,279.0967079,0.396387227,0.949736616,0.983348503,0.999999999,FALSE
 GATAe ,FBgn0038391,FBgn0038391,0.378334694,0.999775474,-80.74751572,-83.40643215,16.23625904,0.111188083,0.949736616,0.819446804,0.999999999,FALSE
 CG10264 ,FBgn0038394,FBgn0038394,0.799993488,0.999775474,-79.21344373,-80.38473291,12.80629707,0.424466638,0.949736616,0.889823868,0.999999999,FALSE
 CG10407 ,FBgn0038395,FBgn0038395,0.705018578,0.999775474,-108.7030274,-110.1867059,71.11441193,0.260202763,0.949736616,0.96470175,0.999999999,FALSE
 CG5013 ,FBgn0038396,FBgn0038396,0.694580075,0.999775474,-117.2835203,-118.8010515,121.0024781,0.234111627,0.949736616,0.987853857,0.999999999,FALSE
 CG10185 ,FBgn0038397,FBgn0038397,0.95125725,0.999775474,-113.8884358,-114.4542987,81.08741893,0.569218162,0.949736616,0.999913258,0.999999999,FALSE
 sxe2 ,FBgn0038398,FBgn0038398,0.91558164,0.999775474,-36.61426012,-37.35331673,0.486377976,0.644273909,0.949736616,0.896695458,0.999999999,FALSE
 CG5903 ,FBgn0038400,FBgn0038400,0.662307843,0.999775474,-148.9706546,-150.5930381,881.3465571,0.226451689,0.949736616,0.964783594,0.999999999,FALSE
 CG5916 ,FBgn0038401,FBgn0038401,0.683289393,0.999775474,-114.3534873,-115.9076504,132.0514823,0.391425856,0.949736616,0.745242486,0.999999999,FALSE
 Fer2 ,FBgn0038402,FBgn0038402,0.779667723,0.999775474,-74.00338133,-75.2428368,10.43160059,0.411136511,0.949736616,0.872909665,0.999999999,FALSE
 CG8925 ,FBgn0038404,FBgn0038404,0.907002139,0.999775474,-80.45665653,-81.2326143,10.45338456,0.549422143,0.949736616,0.949544477,0.999999999,FALSE
 CG8927 ,FBgn0038405,FBgn0038405,0.7412753,0.999775474,-100.0288492,-101.3946687,62.52870732,0.540693611,0.949736616,0.681847104,0.999999999,FALSE
 Zip89B ,FBgn0038412,FBgn0038412,0.644723615,0.999775474,-63.01269078,-64.69251181,5.108017392,0.220894562,0.949736616,0.952435692,0.999999999,FALSE
 CG6901 ,FBgn0038414,FBgn0038414,0.943556074,0.999775474,-87.91835513,-88.5252063,18.3834745,0.562674051,0.949736616,0.995815336,0.999999999,FALSE
 CG17929 ,FBgn0038415,FBgn0038415,0.623782797,0.999775474,-91.18774108,-92.9364354,18.59926557,0.184090565,0.949736616,0.990266718,0.999999999,FALSE
 CG17930 ,FBgn0038416,FBgn0038416,0.567420133,0.999775474,-85.72027673,-87.65822028,18.52231183,0.205653274,0.949736616,0.870198699,0.999999999,FALSE
 pad ,FBgn0038418,FBgn0038418,0.862230278,0.999775474,-108.8064441,-109.7585641,83.23611483,0.560930305,0.949736616,0.861878236,0.999999999,FALSE
 CG14879 ,FBgn0038419,FBgn0038419,0.668784033,0.999775474,-99.96342233,-101.56472,45.55686592,0.334721515,0.949736616,0.797941214,0.999999999,FALSE
 CG10311 ,FBgn0038420,FBgn0038420,0.694492899,0.999775474,-123.7939365,-125.3117505,215.9474652,0.219204953,0.949736616,0.999999598,0.999999999,FALSE
 CG17931 ,FBgn0038421,FBgn0038421,0.83966933,0.999775474,-124.0655003,-125.0994608,213.113389,0.441078303,0.949736616,0.933797308,0.999999999,FALSE
 CG14880 ,FBgn0038422,FBgn0038422,0.899229769,0.999775474,-37.85719887,-38.66551894,0.846018708,0.457586082,0.949736616,0.996800645,0.999999999,FALSE
 CG10317 ,FBgn0038423,FBgn0038423,0.951669947,0.999775474,-3.518483023,-4.082071957,0.083882649,0.793413617,0.949736616,0.881553842,0.999999999,FALSE
 CG17565 ,FBgn0038424,FBgn0038424,0.953424534,0.999775474,-139.5583014,-140.1121251,366.2787524,0.6234494,0.949736616,0.983377635,0.999999999,FALSE
 CG14881 ,FBgn0038425,FBgn0038425,0.548472238,0.999775474,-106.6827474,-108.686026,75.54899273,1,1,0.249197719,0.999999999,FALSE
 mRpS33 ,FBgn0038426,FBgn0038426,0.991878563,0.999775474,-124.0981274,-124.3514418,165.2320869,0.925906098,0.999565247,0.949837685,0.999999999,FALSE
 ema ,FBgn0038427,FBgn0038427,0.974333098,0.999775474,-152.3274681,-152.7480554,806.9780394,0.903126112,0.986762221,0.887822286,0.999999999,FALSE
 CG14894 ,FBgn0038428,FBgn0038428,0.101620886,0.999775474,-140.9108858,-145.5072305,375.0306606,0.590288265,0.949736616,0.043236322,0.999999999,FALSE
 CG14882 ,FBgn0038429,FBgn0038429,0.815445333,0.999775474,-128.5476746,-129.6662729,143.5717556,0.531004018,0.949736616,0.808214139,0.999999999,FALSE
 CG10405 ,FBgn0038431,FBgn0038431,0.172897938,0.999775474,-84.75861556,-88.6141218,18.74970608,0.819197143,0.95579714,0.0625867,0.999999999,FALSE
 CG14883 ,FBgn0038432,FBgn0038432,0.533603704,0.999775474,-125.5166725,-127.5719762,238.3405649,0.210739908,0.949736616,0.802136054,0.999999999,FALSE
 Gyc89Da ,FBgn0038435,FBgn0038435,0.846220869,0.999775474,-133.3972296,-134.4077686,110.2275867,0.620707807,0.949736616,0.784976081,0.999999999,FALSE
 Gyc89Db ,FBgn0038436,FBgn0038436,0.801882918,0.999775474,-142.1097883,-143.2746795,418.8020999,0.35013244,0.949736616,0.97245417,0.999999999,FALSE
 Sdhaf3 ,FBgn0038437,FBgn0038437,0.675303139,0.999775474,-119.2910818,-120.8711823,105.1891719,0.569412759,0.949736616,0.565400204,0.999999999,FALSE
 Der-2 ,FBgn0038438,FBgn0038438,0.236267296,0.999775474,-143.0599843,-146.4579348,527.7184618,0.293147468,0.949736616,0.226848428,0.999999999,FALSE
 Cad89D ,FBgn0038439,FBgn0038439,0.943771307,0.999775474,-61.72630033,-62.33204021,5.165394764,1,1,0.707558006,0.999999999,FALSE
 Gr89a ,FBgn0038440,FBgn0038440,0.976849906,0.999775474,-34.26307721,-34.66451236,0.478922021,0.74342335,0.949736616,0.975976963,0.999999999,FALSE
 CG14891 ,FBgn0038445,FBgn0038445,0.119468951,0.999775474,-33.18194814,-37.55685653,0.884420763,0.037119254,0.949736616,0.539356932,0.999999999,FALSE
 CG14903 ,FBgn0038446,FBgn0038446,0.570992428,0.999775474,-108.8507015,-110.7764378,106.6249577,0.240198323,0.949736616,0.801520049,0.999999999,FALSE
 CG14892 ,FBgn0038447,FBgn0038447,0.961474013,0.999775474,-18.38213345,-18.88885628,0.258128377,0.614246382,0.949736616,0.997996427,0.999999999,FALSE
 CG12783 ,FBgn0038448,FBgn0038448,0.8491795,0.999775474,-24.11531564,-25.1151911,0.470324675,0.419604231,0.949736616,0.966854375,0.999999999,FALSE
 CG17562 ,FBgn0038449,FBgn0038449,0.467804522,0.999775474,-25.63314595,-27.92863272,0.264769486,0.118951586,0.949736616,0.953727402,0.999999999,FALSE
 CG17560 ,FBgn0038450,FBgn0038450,0.446523115,0.999775474,-48.38444569,-50.76187858,1.839679699,0.110654093,0.949736616,0.949935086,0.999999999,FALSE
 CG14893 ,FBgn0038451,FBgn0038451,0.889794754,0.999775474,-23.33933519,-24.18577829,0.188488404,0.437868803,0.949736616,0.997802001,0.999999999,FALSE
 CG14905 ,FBgn0038452,FBgn0038452,0.916820154,0.999775474,-60.36617132,-61.09978653,3.298819473,0.564923023,0.949736616,0.95524098,0.999999999,FALSE
 Arl6IP1 ,FBgn0038453,FBgn0038453,0.900362209,0.999775474,-152.1559083,-152.9595704,744.9517358,0.46760331,0.949736616,0.993344353,0.999999999,FALSE
 CG10324 ,FBgn0038454,FBgn0038454,0.513725322,0.999775474,-115.6097348,-117.7357645,172.6287044,0.143750408,0.949736616,0.945821289,0.999999999,FALSE
 CG14907 ,FBgn0038455,FBgn0038455,0.950645669,0.999775474,-156.030429,-156.599646,1043.999399,0.644911056,0.949736616,0.967161798,0.999999999,FALSE
 CG18622 ,FBgn0038460,FBgn0038460,0.232356614,0.999775474,-46.2335605,-49.6565034,1.101781302,0.03711004,0.949736616,0.967696998,0.999999999,FALSE
 CG3678 ,FBgn0038461,FBgn0038461,0.418298273,0.999775474,-121.6350493,-124.125162,187.240828,1,1,0.155285074,0.999999999,FALSE
